unique_id,date,name,category,type,rating,price,average_revenue
140525184679760,2024-11-03,Presidential Suite,HotelRoom,Travel,2,796,92353.9
140525184673744,2024-10-14,Presidential Suite,HotelRoom,Travel,2,1037,78077.52
140525184676240,2024-11-18,Presidential Suite,HotelRoom,Travel,3,956,86902.43
140525184677200,2024-12-21,Executive Suite,HotelRoom,Travel,1,450,90411.05
140525184673168,2024-12-20,Royal Suite,HotelRoom,Travel,1,1445,94339.53
140525184667280,2024-08-27,Presidential Suite,HotelRoom,Travel,,926,83710.83
140525184664208,2024-06-06,Executive Suite,HotelRoom,Travel,1,556,93031.04
140525184670032,2024-10-04,Executive Suite,HotelRoom,Travel,3,667,86590.04
140525184676048,2024-11-20,Executive Suite,HotelRoom,Travel,1,520,99307.23
140525184675536,2024-07-18,Presidential Suite,HotelRoom,Travel,2,1055,97959.24
140525184672208,2024-12-16,Presidential Suite,HotelRoom,Travel,1,779,96251.46
140525184675984,2024-09-28,Executive Suite,HotelRoom,Travel,1,,
140525184677328,2024-08-29,Executive Suite,HotelRoom,Travel,2,680,99753.37
140525184676944,2024-10-24,Executive Suite,HotelRoom,Travel,4,610,92497.5
140525184675600,2024-11-29,Executive Suite,HotelRoom,Travel,1,,
140525184671760,2024-12-30,Presidential Suite,HotelRoom,Travel,2,1075,87230.68
140525184674512,2024-09-15,Presidential Suite,HotelRoom,Travel,2,970,95126.9
140525184665872,2024-10-06,Presidential Suite,HotelRoom,Travel,1,1035,83506.9
140525184669392,2024-07-10,Presidential Suite,HotelRoom,Travel,2,1079,76306.88
140525184667152,2024-11-09,Presidential Suite,HotelRoom,Travel,,974,93829.1
140525184666832,2024-07-02,Presidential Suite,HotelRoom,Travel,1,873,99422.83
140525184668304,2024-04-28,Presidential Suite,HotelRoom,Travel,1,1066,96118.27
140525184665616,2024-12-27,Executive Suite,HotelRoom,Travel,,606,66434.5
140525184670288,2024-11-23,Executive Suite,HotelRoom,Travel,3,638,82997.73
140525184679568,2024-11-15,Executive Suite,HotelRoom,Travel,3,693,88305.71
140525184679056,2024-06-23,Executive Suite,HotelRoom,Travel,1,599,91019.01
140525184669200,2024-12-17,Executive Suite,HotelRoom,Travel,3,644,91394.61
140525184677456,2024-11-05,Executive Suite,HotelRoom,Travel,1,698,97116.65
140525184676816,2024-12-01,Executive Suite,HotelRoom,Travel,2,586,99122.04
140525184671952,2024-12-10,Executive Suite,HotelRoom,Travel,1,656,74241.67
140525184667344,2024-04-28,Executive Suite,HotelRoom,Travel,1,685,92290.49
140525184678288,2024-11-05,Presidential Suite,HotelRoom,Travel,1,1093,90321.92
140525184665296,2024-09-24,Executive Suite,HotelRoom,Travel,1,607,89846.62
140525184673232,2024-12-22,Presidential Suite,HotelRoom,Travel,1,897,94566.11
140525184674064,2024-12-19,Presidential Suite,HotelRoom,Travel,1,1034,98837.4
140525184666320,2024-11-01,Executive Suite,HotelRoom,Travel,2,666,99127.52
140525184664464,2024-11-22,Presidential Suite,HotelRoom,Travel,2,1078,94595.52
140525184671120,,Presidential Suite,HotelRoom,Travel,2,1049,89705.8
140525184678864,2024-12-29,Presidential Suite,HotelRoom,Travel,1,1060,86511.71
140525184677584,2024-10-12,Royal Suite,HotelRoom,Travel,1,1456,74562.49
140525184679120,2024-11-06,Executive Suite,HotelRoom,Travel,2,553,92784.9
140525184670736,2024-12-31,Executive Suite,HotelRoom,Travel,1,624,98992.41
140525184668944,2024-10-28,Presidential Suite,HotelRoom,Travel,2,842,93892.3
140525184678480,2024-12-02,Executive Suite,HotelRoom,Travel,1,588,75040.04
140525184679248,2024-04-07,Presidential Suite,HotelRoom,Travel,2,933,81975.17
140525184676304,2024-10-13,Presidential Suite,HotelRoom,Travel,3,923,94642.48
140525184677840,2024-12-17,Presidential Suite,HotelRoom,Travel,1,1037,82944.26
140525184667920,2024-12-09,Executive Suite,HotelRoom,Travel,2,642,92592.98
140525184668048,2024-11-07,Executive Suite,HotelRoom,Travel,1,541,80567.3
140525184673488,2024-10-19,Presidential Suite,HotelRoom,Travel,3,994,83085.33
140525184666064,2024-12-21,Executive Suite,HotelRoom,Travel,4,627,99948.22
140525184669072,2024-11-29,Executive Suite,HotelRoom,Travel,2,474,93973.28
140525184679632,2024-12-17,Executive Suite,HotelRoom,Travel,2,577,96749.12
140525184669584,2024-12-25,Executive Suite,HotelRoom,Travel,4,692,98064.41
140525184667856,2024-07-14,Executive Suite,HotelRoom,Travel,2,534,96273.16
140525184678352,2024-12-01,Executive Suite,HotelRoom,Travel,1,636,71415.41
140525184678992,2024-12-20,Executive Suite,HotelRoom,Travel,,537,94431.79
140525184679824,2024-11-24,Executive Suite,HotelRoom,Travel,2,667,95336.69
140525184674832,2024-10-07,Presidential Suite,HotelRoom,Travel,1,1058,91645.23
140525184665808,2024-10-18,Presidential Suite,HotelRoom,Travel,2,1097,87878.05
140525184675280,2024-05-07,Presidential Suite,HotelRoom,Travel,,977,93565.49
140525184666384,2024-07-29,Presidential Suite,HotelRoom,Travel,4,939,82537.08
140525184677072,2024-09-16,Presidential Suite,HotelRoom,Travel,2,1091,97221.61
140525184664592,2024-11-04,Presidential Suite,HotelRoom,Travel,1,1097,77058.06
140525184668432,2024-10-16,Executive Suite,HotelRoom,Travel,2,663,98317.85
140525184670608,2024-06-08,Executive Suite,HotelRoom,Travel,3,,
140525184679696,2024-12-14,Executive Suite,HotelRoom,Travel,2,608,94037.8
140525184665488,,Executive Suite,HotelRoom,Travel,2,597,80720.75
140525184674000,2024-12-31,Presidential Suite,HotelRoom,Travel,3,1059,97816.57
140525184667664,2024-10-27,Presidential Suite,HotelRoom,Travel,3,,
140525184670416,2024-09-12,Presidential Suite,HotelRoom,Travel,4,1020,98091.95
140525184663952,2024-11-03,Executive Suite,HotelRoom,Travel,1,638,94280.39
140525184667728,2024-11-08,Presidential Suite,HotelRoom,Travel,2,1043,93064.14
140525184678096,2024-06-04,Presidential Suite,HotelRoom,Travel,3,1065,88225.18
140525184666960,2024-10-16,Royal Suite,HotelRoom,Travel,2,1291,93297.21
140525184677968,2024-04-29,Presidential Suite,HotelRoom,Travel,2,926,89345.04
140525184675344,2024-07-29,Presidential Suite,HotelRoom,Travel,3,891,89088.2
140525184674768,,Executive Suite,HotelRoom,Travel,1,631,99959.05
140525184670224,2024-10-24,Presidential Suite,HotelRoom,Travel,3,1092,92845.33
140525184664080,2024-10-17,Presidential Suite,HotelRoom,Travel,2,,
140525184673296,2024-08-08,Presidential Suite,HotelRoom,Travel,2,963,98102.44
140525184673552,2024-07-06,Presidential Suite,HotelRoom,Travel,2,1027,81251.69
140525184679888,2024-09-18,Presidential Suite,HotelRoom,Travel,,1031,95306.67
140525184668560,2024-07-31,Executive Suite,HotelRoom,Travel,2,610,95918.92
140525184668112,2024-12-08,Executive Suite,HotelRoom,Travel,2,619,95281.22
140525184667088,2024-09-06,Presidential Suite,HotelRoom,Travel,1,1055,89186.75
140525184665552,2024-12-24,Presidential Suite,HotelRoom,Travel,3,954,98296.77
140525184679376,2024-09-24,Presidential Suite,HotelRoom,Travel,2,1048,82977.37
140525184674576,2024-12-05,Executive Suite,HotelRoom,Travel,3,670,95270.74
140525184666640,2024-10-01,Presidential Suite,HotelRoom,Travel,2,,
140525184671376,2024-10-10,Presidential Suite,HotelRoom,Travel,2,1074,98937.25
140525184675728,2024-07-28,Executive Suite,HotelRoom,Travel,2,583,81565.89
140525184667792,2024-06-03,Presidential Suite,HotelRoom,Travel,2,825,89849.22
140525184669712,2024-10-27,Presidential Suite,HotelRoom,Travel,2,1078,89716.11
140525184675920,2024-04-29,Executive Suite,HotelRoom,Travel,3,587,93811.49
140525184668624,2024-05-06,Presidential Suite,HotelRoom,Travel,3,,
140525184663696,2024-07-08,Executive Suite,HotelRoom,Travel,1,603,91736.6
140525184665104,2024-11-24,Presidential Suite,HotelRoom,Travel,,847,79542.01
140525184665168,2024-10-18,Executive Suite,HotelRoom,Travel,2,698,90316.78
140525184677520,2024-06-27,Royal Suite,HotelRoom,Travel,4,1415,90898.7
140525184664528,2024-10-19,Presidential Suite,HotelRoom,Travel,1,989,87034.04
140525178674256,2024-12-13,Executive Suite,HotelRoom,Travel,1,477,90592.26
140525178673104,2024-09-28,Executive Suite,HotelRoom,Travel,2,615,96706.95
140525178681104,2024-11-02,Executive Suite,HotelRoom,Travel,1,691,93951.41
140525178667472,2024-09-24,Presidential Suite,HotelRoom,Travel,1,1036,88534.13
140525178667216,2024-11-24,Presidential Suite,HotelRoom,Travel,2,1078,67069.79
140525178673424,,Presidential Suite,HotelRoom,Travel,2,,
140525178679696,2024-10-23,Executive Suite,HotelRoom,Travel,2,648,94867.94
140525178680272,2024-10-24,Presidential Suite,HotelRoom,Travel,2,951,91907.3
140525178672336,2024-08-15,Presidential Suite,HotelRoom,Travel,2,,
140525178669392,2024-11-06,Presidential Suite,HotelRoom,Travel,1,1000,90338.05
140525178673616,2024-08-26,Presidential Suite,HotelRoom,Travel,1,892,72093.74
140525178678544,2024-12-09,Presidential Suite,HotelRoom,Travel,2,885,95855.5
140525178674768,2024-08-16,Executive Suite,HotelRoom,Travel,3,614,81365.45
140525178680528,2024-11-19,Executive Suite,HotelRoom,Travel,2,693,95295.31
140525178670864,2024-07-07,Executive Suite,HotelRoom,Travel,1,618,85603.7
140525178677264,2024-07-15,Executive Suite,HotelRoom,Travel,2,688,94496.51
140525178683216,2024-11-07,Presidential Suite,HotelRoom,Travel,2,954,83886.02
140525178671184,2024-11-06,Executive Suite,HotelRoom,Travel,1,627,94629.94
140525178675984,2024-11-20,Presidential Suite,HotelRoom,Travel,2,1031,99470.85
140525178678352,2024-12-10,Royal Suite,HotelRoom,Travel,,1494,94998.04
140525178682128,2024-10-23,Presidential Suite,HotelRoom,Travel,1,964,93151.66
140525178670288,2024-11-08,Executive Suite,HotelRoom,Travel,1,580,79541.73
140525178669712,2024-07-20,Presidential Suite,HotelRoom,Travel,2,1037,95950.88
140525178669008,2024-08-12,Executive Suite,HotelRoom,Travel,1,654,84987.85
140525178680656,2024-09-09,Executive Suite,HotelRoom,Travel,2,484,93503.14
140525178680784,2024-12-11,Executive Suite,HotelRoom,Travel,1,591,98027.87
140525178668816,2024-11-23,Presidential Suite,HotelRoom,Travel,2,883,88659.41
140525178679120,2024-12-28,Presidential Suite,HotelRoom,Travel,2,1093,86635.29
140525178672144,2024-11-09,Executive Suite,HotelRoom,Travel,2,615,89010.5
140525178682064,2024-05-30,Executive Suite,HotelRoom,Travel,2,415,83236.23
140525178676176,2024-10-09,Presidential Suite,HotelRoom,Travel,1,,
140525178672080,2024-11-16,Presidential Suite,HotelRoom,Travel,4,1049,98139.78
140525178674384,2024-10-08,Executive Suite,HotelRoom,Travel,1,686,90349.62
140525178670736,2024-11-16,Presidential Suite,HotelRoom,Travel,2,1025,92264.88
140525178668752,2024-10-25,Executive Suite,HotelRoom,Travel,3,655,90320.1
140525178667536,2024-10-25,Executive Suite,HotelRoom,Travel,1,,
140525178669904,2024-03-27,Presidential Suite,HotelRoom,Travel,3,1057,98428.29
140525178678736,2024-09-01,Presidential Suite,HotelRoom,Travel,2,981,72400.87
140525178675536,2024-05-21,Presidential Suite,HotelRoom,Travel,3,946,93888.34
140525178668560,2024-12-05,Presidential Suite,HotelRoom,Travel,2,860,86012.41
140525178671632,2024-12-30,Executive Suite,HotelRoom,Travel,2,,
140525178677904,2024-12-11,Presidential Suite,HotelRoom,Travel,3,1092,89290.87
140525178674192,2024-10-16,Presidential Suite,HotelRoom,Travel,2,1031,90197.3
140525178675856,2024-08-14,Presidential Suite,HotelRoom,Travel,3,863,79468.11
140525178676304,2024-11-08,Executive Suite,HotelRoom,Travel,2,698,89388.23
140525178674960,2024-07-30,Presidential Suite,HotelRoom,Travel,1,1024,88841.29
140525178674896,2024-12-28,Presidential Suite,HotelRoom,Travel,3,945,84348.37
140525178682768,2024-09-13,Royal Suite,HotelRoom,Travel,2,1249,86082.13
140525178674000,2024-03-19,Presidential Suite,HotelRoom,Travel,2,945,92886.07
140525178671952,2024-05-22,Presidential Suite,HotelRoom,Travel,2,961,97817.58
140525178668048,2024-12-21,Royal Suite,HotelRoom,Travel,2,1493,81020.27
140525178667728,2024-10-15,Executive Suite,HotelRoom,Travel,2,590,86918.04
140525178670032,2024-12-11,Executive Suite,HotelRoom,Travel,2,652,97741.87
140525178675024,2024-08-20,Presidential Suite,HotelRoom,Travel,1,1091,99629.78
140525178673168,,Presidential Suite,HotelRoom,Travel,4,1013,98693.5
140525178674704,2024-12-26,Executive Suite,HotelRoom,Travel,1,442,80253.46
140525178671888,2024-08-02,Royal Suite,HotelRoom,Travel,1,1334,92898.56
140525178668240,,Presidential Suite,HotelRoom,Travel,2,853,90774.07
140525178668688,2024-09-10,Executive Suite,HotelRoom,Travel,1,493,74586.26
140525178678672,2024-09-24,Executive Suite,HotelRoom,Travel,3,654,96774.43
140525178672464,2024-09-24,Executive Suite,HotelRoom,Travel,2,612,92662.7
140525178682384,2024-11-22,Executive Suite,HotelRoom,Travel,3,692,95299.59
140525178676688,2024-09-02,Presidential Suite,HotelRoom,Travel,2,1027,95124.03
140525178673744,2024-08-26,Presidential Suite,HotelRoom,Travel,2,,
140525178680336,2024-07-18,Executive Suite,HotelRoom,Travel,1,572,88671.44
140525178676752,2024-12-21,Presidential Suite,HotelRoom,Travel,3,876,98648.52
140525178675920,2024-12-08,Presidential Suite,HotelRoom,Travel,1,1002,85349.29
140525178673488,2024-08-04,Executive Suite,HotelRoom,Travel,2,631,95696.43
140525178679760,2024-12-01,Executive Suite,HotelRoom,Travel,,676,87432.8
140525178672976,2024-10-11,Executive Suite,HotelRoom,Travel,2,642,96335.24
140525178671120,2024-12-07,Presidential Suite,HotelRoom,Travel,2,,
140525178671760,2024-04-29,Royal Suite,HotelRoom,Travel,2,1288,91422.91
140525178678608,2024-09-14,Executive Suite,HotelRoom,Travel,1,563,99256.64
140525178681424,2024-11-29,Executive Suite,HotelRoom,Travel,1,517,94446.64
140525178674640,2024-09-02,Royal Suite,HotelRoom,Travel,2,1252,96259.12
140525178680016,2024-09-18,Presidential Suite,HotelRoom,Travel,,,
140525178677840,2024-12-15,Executive Suite,HotelRoom,Travel,1,693,90881.32
140525178671440,2024-06-23,Executive Suite,HotelRoom,Travel,1,408,89238.77
140525178677776,2024-12-08,Executive Suite,HotelRoom,Travel,,681,91978.59
140525178679056,2024-11-06,Presidential Suite,HotelRoom,Travel,1,896,90142.82
140525178681040,2024-09-24,Presidential Suite,HotelRoom,Travel,2,1039,77865.94
140525178669072,2024-10-06,Executive Suite,HotelRoom,Travel,2,508,98055.01
140525178667984,2024-09-25,Executive Suite,HotelRoom,Travel,2,668,96548.29
140525178678864,2024-11-21,Executive Suite,HotelRoom,Travel,2,511,80021.76
140525178672656,,Presidential Suite,HotelRoom,Travel,2,995,83985.73
140525178670928,2024-11-04,Presidential Suite,HotelRoom,Travel,2,1094,93321.8
140525178680400,2024-05-18,Presidential Suite,HotelRoom,Travel,1,1045,86161.92
140525178670416,2024-12-18,Presidential Suite,HotelRoom,Travel,4,993,79562.54
140525178667600,2024-08-15,Executive Suite,HotelRoom,Travel,2,462,79380.81
140525178668304,2024-10-17,Presidential Suite,HotelRoom,Travel,1,1012,94753.9
140525178678224,2024-06-17,Presidential Suite,HotelRoom,Travel,3,989,95575.33
140525178679632,2024-12-23,Royal Suite,HotelRoom,Travel,1,,
140525178677968,2024-12-07,Executive Suite,HotelRoom,Travel,3,597,87087.75
140525178670544,2024-09-30,Presidential Suite,HotelRoom,Travel,1,912,93241.84
140525178679888,2024-11-28,Presidential Suite,HotelRoom,Travel,1,809,84983.14
140525178668496,2024-10-15,Executive Suite,HotelRoom,Travel,3,668,98775.86
140525178677200,2024-06-30,Executive Suite,HotelRoom,Travel,2,602,89239.81
140525178672912,2024-12-16,Executive Suite,HotelRoom,Travel,2,531,92549.31
140525178675216,2024-10-29,Executive Suite,HotelRoom,Travel,3,428,94108.93
140525178670800,2024-12-16,Presidential Suite,HotelRoom,Travel,2,1071,88606.71
140525178669584,2024-10-10,Executive Suite,HotelRoom,Travel,1,679,95236.25
140525178681360,2024-08-26,Executive Suite,HotelRoom,Travel,2,480,97706.61
140525178669520,2024-06-16,Executive Suite,HotelRoom,Travel,2,476,75055.27
140525178678096,2024-07-05,Executive Suite,HotelRoom,Travel,3,662,98801.82
140525178669136,2024-09-17,Presidential Suite,HotelRoom,Travel,3,940,89460.52
140525178680080,2024-12-26,Presidential Suite,HotelRoom,Travel,1,995,82586.37
140525178677456,2024-10-03,Presidential Suite,HotelRoom,Travel,1,1078,98236.46
140525178670352,2024-06-18,Presidential Suite,HotelRoom,Travel,2,1095,94388.72
140525178682832,2024-02-09,Royal Suite,HotelRoom,Travel,2,1325,89494.87
140525142741840,2024-11-09,Presidential Suite,HotelRoom,Travel,2,914,84192.11
140525142743568,2024-06-25,Royal Suite,HotelRoom,Travel,1,,
140525142739280,2024-10-17,Presidential Suite,HotelRoom,Travel,1,,
140525142745808,,Executive Suite,HotelRoom,Travel,1,638,76569.51
140525142745296,2024-11-14,Executive Suite,HotelRoom,Travel,2,557,94828.54
140525142741072,2024-09-22,Royal Suite,HotelRoom,Travel,1,1325,96092.18
140525142749648,2024-10-17,Presidential Suite,HotelRoom,Travel,3,,
140525142746320,2024-12-16,Presidential Suite,HotelRoom,Travel,3,1038,76237.06
140525142736976,2024-04-19,Executive Suite,HotelRoom,Travel,,670,92266.42
140525142739792,2024-05-18,Presidential Suite,HotelRoom,Travel,4,,
140525142738512,,Presidential Suite,HotelRoom,Travel,1,961,98815.22
140525142742544,2024-11-08,Presidential Suite,HotelRoom,Travel,3,1008,86395.19
140525142747600,2024-09-22,Presidential Suite,HotelRoom,Travel,1,1097,87394.32
140525142741584,2024-06-09,Presidential Suite,HotelRoom,Travel,3,1031,86981.25
140525142752912,2024-07-26,Presidential Suite,HotelRoom,Travel,1,929,87916.55
140525142745552,2024-12-30,Executive Suite,HotelRoom,Travel,3,526,90560.1
140525142743056,2024-10-11,Executive Suite,HotelRoom,Travel,2,438,97175.25
140525142740816,2024-06-27,Royal Suite,HotelRoom,Travel,2,1481,94783.94
140525142744080,2024-11-29,Executive Suite,HotelRoom,Travel,3,594,95637.66
140525142742096,2024-10-11,Presidential Suite,HotelRoom,Travel,2,915,99606.56
140525142740560,2024-12-10,Executive Suite,HotelRoom,Travel,1,666,86147.18
140525142743824,2024-10-26,Executive Suite,HotelRoom,Travel,1,687,82661.53
140525142751376,2024-08-23,Presidential Suite,HotelRoom,Travel,1,797,83448.43
140525142750160,2024-08-01,Executive Suite,HotelRoom,Travel,1,659,81073.92
140525142737744,2024-07-06,Presidential Suite,HotelRoom,Travel,3,1027,86057.1
140525142749904,2024-12-19,Executive Suite,HotelRoom,Travel,3,556,96458.41
140525142737232,2024-10-27,Presidential Suite,HotelRoom,Travel,1,981,96133.92
140525142737488,2024-12-29,Executive Suite,HotelRoom,Travel,3,694,99170.34
140525142750416,,Presidential Suite,HotelRoom,Travel,2,1047,90959.7
140525142742352,2024-10-02,Executive Suite,HotelRoom,Travel,2,538,88123.1
140525142746576,2024-11-13,Executive Suite,HotelRoom,Travel,1,649,95706.07
140525142740048,2024-10-21,Executive Suite,HotelRoom,Travel,1,661,87448.04
140525142740304,2024-11-29,Presidential Suite,HotelRoom,Travel,2,904,93387.35
140525142824080,2024-06-25,Presidential Suite,HotelRoom,Travel,1,1090,99579.44
140525142826896,2024-09-16,Presidential Suite,HotelRoom,Travel,2,1033,99834.94
140525142829200,2024-11-30,Presidential Suite,HotelRoom,Travel,1,1010,96598.56
140525142832272,2024-10-18,Executive Suite,HotelRoom,Travel,2,637,88062.09
140525142822544,2024-06-20,Executive Suite,HotelRoom,Travel,2,534,95450.67
140525142830480,2024-11-05,Executive Suite,HotelRoom,Travel,,613,91733.67
140525142835088,2024-07-02,Presidential Suite,HotelRoom,Travel,1,1014,86474.45
140525142823312,2024-10-16,Executive Suite,HotelRoom,Travel,3,644,86477.26
140525142834576,2024-10-06,Presidential Suite,HotelRoom,Travel,1,1057,97155.88
140525142826640,2024-05-24,Executive Suite,HotelRoom,Travel,3,573,99996.29
140525142831760,2024-10-08,Presidential Suite,HotelRoom,Travel,1,1044,97443.29
140525142832528,2024-06-25,Executive Suite,HotelRoom,Travel,1,587,91733.7
140525142829456,2024-12-02,Executive Suite,HotelRoom,Travel,2,580,74903.79
140525142833296,2024-07-27,Executive Suite,HotelRoom,Travel,1,564,81154.67
140525142834832,2024-09-24,Executive Suite,HotelRoom,Travel,2,554,92439.35
140525142825872,2024-12-28,Royal Suite,HotelRoom,Travel,1,1399,99651.38
140525142824592,2024-12-17,Executive Suite,HotelRoom,Travel,2,413,94633.06
140525142820880,2024-10-26,Royal Suite,HotelRoom,Travel,2,1477,98841.23
140525142824848,2024-06-15,Executive Suite,HotelRoom,Travel,2,683,94083.65
140525142820368,2024-12-02,Presidential Suite,HotelRoom,Travel,4,946,80092.49
140525142832784,2024-11-02,Executive Suite,HotelRoom,Travel,,668,95368.63
140525142823056,2024-12-11,Presidential Suite,HotelRoom,Travel,2,775,93021.6
140525142827920,2024-12-19,Presidential Suite,HotelRoom,Travel,2,1084,97336.33
140525142821072,2024-10-30,Presidential Suite,HotelRoom,Travel,1,1073,92383.36
140525142819600,2024-11-20,Presidential Suite,HotelRoom,Travel,2,868,81765.24
140525142829712,2024-08-29,Executive Suite,HotelRoom,Travel,2,470,96916.46
140525142828944,2024-11-12,Executive Suite,HotelRoom,Travel,2,685,98944.05
140525142819088,2024-12-25,Presidential Suite,HotelRoom,Travel,2,1031,90052.47
140525142826384,2024-09-27,Executive Suite,HotelRoom,Travel,3,664,94304.96
140525142825104,2024-12-05,Presidential Suite,HotelRoom,Travel,2,1001,82023.24
140525142833808,2024-11-30,Presidential Suite,HotelRoom,Travel,3,1081,89471.65
140525142827664,2024-10-13,Executive Suite,HotelRoom,Travel,1,,
140525178840912,2024-05-25,Presidential Suite,HotelRoom,Travel,1,973,98781.62
140525178834192,2024-10-22,Presidential Suite,HotelRoom,Travel,1,1083,99436.11
140525178833680,2024-11-24,Executive Suite,HotelRoom,Travel,2,519,98928.84
140525178841936,2024-10-22,Executive Suite,HotelRoom,Travel,4,564,85429.75
140525178832784,2024-09-07,Presidential Suite,HotelRoom,Travel,2,962,88889.3
140525178838160,2024-09-02,Presidential Suite,HotelRoom,Travel,2,917,99094.91
140525178836496,2024-07-11,Presidential Suite,HotelRoom,Travel,1,948,94859.17
140525178838288,2024-10-05,Presidential Suite,HotelRoom,Travel,,1058,84063.05
140525178837840,2024-10-07,Presidential Suite,HotelRoom,Travel,1,1082,96541.3
140525178834832,2024-11-09,Executive Suite,HotelRoom,Travel,2,541,89440.33
140525178841104,2024-03-22,Presidential Suite,HotelRoom,Travel,2,1023,80687.68
140525178833296,2024-10-20,Royal Suite,HotelRoom,Travel,3,1469,93545.41
140525178843600,2024-08-30,Executive Suite,HotelRoom,Travel,2,585,95734.86
140525178843216,2024-11-29,Executive Suite,HotelRoom,Travel,4,,
140525178831632,2024-11-14,Presidential Suite,HotelRoom,Travel,2,1046,74264.79
140525178834384,2024-08-06,Presidential Suite,HotelRoom,Travel,1,889,98138.02
140525178836368,2024-08-03,Presidential Suite,HotelRoom,Travel,2,944,90671.77
140525178833040,2024-12-12,Royal Suite,HotelRoom,Travel,1,1351,98896.84
140525178833808,2024-12-16,Presidential Suite,HotelRoom,Travel,3,1038,99748.91
140525178842704,2024-11-25,Presidential Suite,HotelRoom,Travel,3,1061,92868.01
140525178834320,2024-08-18,Executive Suite,HotelRoom,Travel,2,697,97301.91
140525178838928,2024-07-26,Presidential Suite,HotelRoom,Travel,2,1069,85279.83
140525178835024,2024-05-14,Royal Suite,HotelRoom,Travel,2,1372,97920.34
140525178844944,2024-09-01,Presidential Suite,HotelRoom,Travel,4,886,82030.2
140525178838032,2024-09-18,Executive Suite,HotelRoom,Travel,2,677,99263.63
140525178841616,2024-07-27,Presidential Suite,HotelRoom,Travel,3,927,96196.78
140525178833616,2024-12-02,Presidential Suite,HotelRoom,Travel,2,1030,83273.94
140525178844880,2024-10-02,Executive Suite,HotelRoom,Travel,1,,
140525178838544,2024-09-10,Presidential Suite,HotelRoom,Travel,2,1064,80087.23
140525178846544,2024-11-20,Presidential Suite,HotelRoom,Travel,,1017,99554.6
140525178842384,2024-12-23,Presidential Suite,HotelRoom,Travel,,952,76374.96
140525178835536,2024-04-20,Presidential Suite,HotelRoom,Travel,1,972,87344.42
140525178841360,2024-07-04,Presidential Suite,HotelRoom,Travel,1,975,96971.24
140525178835600,2024-06-02,Royal Suite,HotelRoom,Travel,1,1397,86100.24
140525178836304,2024-10-10,Executive Suite,HotelRoom,Travel,3,671,94883.01
140525178847056,2024-12-21,Presidential Suite,HotelRoom,Travel,1,975,97923.23
140525178837392,2024-11-25,Presidential Suite,HotelRoom,Travel,2,886,99228.53
140525178832464,2024-03-26,Executive Suite,HotelRoom,Travel,3,687,74350.22
140525178840400,2024-11-12,Executive Suite,HotelRoom,Travel,1,592,87236.97
140525178842448,2024-11-20,Presidential Suite,HotelRoom,Travel,2,928,82573.95
140525178834064,2024-12-21,Executive Suite,HotelRoom,Travel,2,640,89154.11
140525178833744,2024-12-06,Executive Suite,HotelRoom,Travel,2,,
140525178839824,2024-12-31,Presidential Suite,HotelRoom,Travel,1,808,89342.94
140525178836112,2024-11-27,Presidential Suite,HotelRoom,Travel,1,950,91466.92
140525178841040,2024-12-17,Presidential Suite,HotelRoom,Travel,1,917,98477.03
140525178831568,2024-11-22,Royal Suite,HotelRoom,Travel,1,1451,94201.75
140525178832208,,Presidential Suite,HotelRoom,Travel,1,1085,87440.18
140525178845392,2024-10-07,Presidential Suite,HotelRoom,Travel,2,1071,93290.91
140525178835728,2024-12-11,Executive Suite,HotelRoom,Travel,2,622,83962.76
140525178843088,2024-10-02,Presidential Suite,HotelRoom,Travel,2,1029,70300.45
140525178845904,2024-12-21,Presidential Suite,HotelRoom,Travel,2,1000,99525.19
140525178830928,2024-10-16,Executive Suite,HotelRoom,Travel,2,647,96754.19
140525178845008,2024-08-30,Executive Suite,HotelRoom,Travel,1,661,79958.67
140525178831248,2024-10-31,Executive Suite,HotelRoom,Travel,2,520,89868.61
140525178840592,2024-12-20,Presidential Suite,HotelRoom,Travel,2,977,77012.44
140525178841552,2024-09-04,Royal Suite,HotelRoom,Travel,3,1481,98412.74
140525178839952,2024-04-27,Presidential Suite,HotelRoom,Travel,2,1011,72846.22
140525178844176,2024-06-28,Executive Suite,HotelRoom,Travel,1,509,99822.01
140525178840080,2024-06-30,Presidential Suite,HotelRoom,Travel,1,821,85915.62
140525178834512,2024-10-05,Presidential Suite,HotelRoom,Travel,3,1038,89546.04
140525178837904,2024-12-03,Presidential Suite,HotelRoom,Travel,1,995,79580.8
140525178846032,,Executive Suite,HotelRoom,Travel,1,497,84635.58
140525178845520,2024-05-10,Presidential Suite,HotelRoom,Travel,1,1086,97259.56
140525178837328,2024-11-18,Executive Suite,HotelRoom,Travel,,561,99771.88
140525178837072,2024-11-13,Royal Suite,HotelRoom,Travel,2,1455,88764.97
140525178846736,2024-06-07,Presidential Suite,HotelRoom,Travel,2,1067,87705.83
140525178839376,2024-08-09,Presidential Suite,HotelRoom,Travel,2,1014,99132.87
140525178833360,2024-12-30,Presidential Suite,HotelRoom,Travel,4,973,93962.39
140525178835216,2024-07-11,Executive Suite,HotelRoom,Travel,2,634,99791.74
140525178841872,2024-09-25,Executive Suite,HotelRoom,Travel,1,542,85988.25
140525178835856,2024-03-08,Executive Suite,HotelRoom,Travel,2,577,99345.93
140525178845200,2024-07-09,Executive Suite,HotelRoom,Travel,3,523,78657.07
